PT_CODE	PT STR	HG CODE	HG STR	Category
10001297	Adjustment disorder with depressed mood	10001302	Adjustment disorders (incl subtypes)	2
10001298	Adjustment disorder with disturbance of conduct	10001302	Adjustment disorders (incl subtypes)	2
10021403	Illusion	10013511	Disturbances in thinking and perception	2
10037999	Reading disorder	10009841	Cognitive and attention disorders and disturbances	1
10037996	Reactive attachment disorder of infancy or early childhood	10037176	Psychiatric disorders NEC	2
10039647	Schizophreniform disorder	10039628	Schizophrenia and other psychotic disorders	2
10036316	Post-traumatic stress disorder	10002861	Anxiety disorders and symptoms	2
10008754	Choreoathetosis	10028037	Movement disorders (incl parkinsonism)	3
10036813	Progressive supranuclear palsy	10057167	Mental impairment disorders	1
10009346	Clonus	10029305	Neurological disorders NEC	3
10042264	Stupor	10040991	Sleep disorders and disturbances	3
10001497	Agitation	10029305	Neurological disorders NEC	3
10001497	Agitation	10029305	Neurological disorders NEC	3
10037999	Reading disorder	10029305	Neurological disorders NEC	3
10042464	Suicide attempt	10042460	Suicidal and self-injurious behaviours NEC	2
10011953	Decreased activity	10028037	Movement disorders (incl parkinsonism)	3
10002368	Anger	10027946	Mood disorders and disturbances NEC	2
10048909	Boredom	10027946	Mood disorders and disturbances NEC	2
10053164	Alcohol withdrawal syndrome	10037176	Psychiatric disorders NEC	2
10001639	Alcoholism	10037176	Psychiatric disorders NEC	2
10001949	Amnesia	10012272	Dementia and amnestic conditions	1
10048663	Agnosia	10009841	Cognitive and attention disorders and disturbances	1
10001508	Agraphia	10009841	Cognitive and attention disorders and disturbances	1
10001663	Alexia	10009841	Cognitive and attention disorders and disturbances	1
10002948	Aphasia	10009841	Cognitive and attention disorders and disturbances	1
10003062	Apraxia	10009841	Cognitive and attention disorders and disturbances	1
10003591	Ataxia	10029305	Neurological disorders NEC	3
10016284	Febrile convulsion	10039911	Seizures (incl subtypes)	3
10001480	Ageusia	10029305	Neurological disorders NEC	3
10001502	Agoraphobia	10002861	Anxiety disorders and symptoms	2
10001502	Agoraphobia	10002861	Anxiety disorders and symptoms	2
10002953	Aphonia	10029305	Neurological disorders NEC	3
10009244	Claustrophobia	10002861	Anxiety disorders and symptoms	2
10009244	Claustrophobia	10002861	Anxiety disorders and symptoms	2
10010071	Coma	10029305	Neurological disorders NEC	3
10013887	Dysarthria	10029305	Neurological disorders NEC	3
10013911	Dysgeusia	10029305	Neurological disorders NEC	3
10013952	Dysphonia	10029305	Neurological disorders NEC	3
10014127	Echolalia	10029305	Neurological disorders NEC	3
10014129	Eclampsia	10039911	Seizures (incl subtypes)	3
10013932	Dyslexia	10009841	Cognitive and attention disorders and disturbances	1
10024855	Loss of consciousness	10029305	Neurological disorders NEC	3
10043209	Temporal lobe epilepsy	10039911	Seizures (incl subtypes)	3
10043209	Temporal lobe epilepsy	10039911	Seizures (incl subtypes)	3
10002855	Anxiety	10002861	Anxiety disorders and symptoms	2
10017062	Formication	10013511	Disturbances in thinking and perception	2
10048663	Agnosia	10029305	Neurological disorders NEC	3
10001508	Agraphia	10029305	Neurological disorders NEC	3
10001663	Alexia	10029305	Neurological disorders NEC	3
10001949	Amnesia	10057167	Mental impairment disorders	1
10002948	Aphasia	10029305	Neurological disorders NEC	3
10003062	Apraxia	10029305	Neurological disorders NEC	3
10003062	Apraxia	10029305	Neurological disorders NEC	3
10003620	Athetosis	10028037	Movement disorders (incl parkinsonism)	3
10003805	Autism	10057167	Mental impairment disorders	1
10011469	Crying	10029305	Neurological disorders NEC	3
10012218	Delirium	10012221	Deliria (incl confusion)	1
10013916	Dyskinesia	10028037	Movement disorders (incl parkinsonism)	3
10019465	Hemiparesis	10028037	Movement disorders (incl parkinsonism)	3
10019468	Hemiplegia	10028037	Movement disorders (incl parkinsonism)	3
10020651	Hyperkinesia	10028037	Movement disorders (incl parkinsonism)	3
10021021	Hypokinesia	10028037	Movement disorders (incl parkinsonism)	3
10007737	Cataplexy	10040991	Sleep disorders and disturbances	3
10011469	Crying	10027946	Mood disorders and disturbances NEC	2
10023497	Kuru	10012272	Dementia and amnestic conditions	1
10017062	Formication	10029305	Neurological disorders NEC	3
10053317	Hydrophobia	10002861	Anxiety disorders and symptoms	2
10027646	Miosis	10029305	Neurological disorders NEC	3
10028403	Mutism	10029305	Neurological disorders NEC	3
10028521	Mydriasis	10029305	Neurological disorders NEC	3
10024264	Lethargy	10029305	Neurological disorders NEC	3
10029216	Nervousness	10002861	Anxiety disorders and symptoms	2
10013932	Dyslexia	10009841	Cognitive and attention disorders and disturbances	1
10012378	Depression	10012375	Depressed mood disorders and disturbances	2
10013573	Dizziness	10029305	Neurological disorders NEC	3
10013642	Drooling	10029305	Neurological disorders NEC	3
10013932	Dyslexia	10029305	Neurological disorders NEC	3
10013983	Dystonia	10028037	Movement disorders (incl parkinsonism)	3
10014643	Encopresis	10037176	Psychiatric disorders NEC	2
10014928	Enuresis	10037176	Psychiatric disorders NEC	2
10020765	Hypersomnia	10040991	Sleep disorders and disturbances	3
10022437	Insomnia	10040991	Sleep disorders and disturbances	3
10052276	Pseudodementia	10012272	Dementia and amnestic conditions	1
10027266	Meningocele	10029305	Neurological disorders NEC	3
10033892	Paraplegia	10028037	Movement disorders (incl parkinsonism)	3
10034872	Phenylketonuria	10057167	Mental impairment disorders	1
10034872	Phenylketonuria	10009841	Cognitive and attention disorders and disturbances	1
10037714	Quadriplegia	10028037	Movement disorders (incl parkinsonism)	3
10038743	Restlessness	10028037	Movement disorders (incl parkinsonism)	3
10023461	Kleptomania	10021563	Impulse control disorders NEC	2
10024264	Lethargy	10027946	Mood disorders and disturbances NEC	2
10026749	Mania	10026753	Manic and bipolar mood disorders and disturbances	2
10028713	Narcolepsy	10040991	Sleep disorders and disturbances	3
10057342	Onychophagia	10021563	Impulse control disorders NEC	2
10038743	Restlessness	10002861	Anxiety disorders and symptoms	2
10042772	Syncope	10029305	Neurological disorders NEC	3
10043882	Tinnitus	10022396	Inner ear and VIIIth cranial nerve disorders	3
10047340	Vertigo	10022396	Inner ear and VIIIth cranial nerve disorders	3
10044565	Tremor	10028037	Movement disorders (incl parkinsonism)	3
10044688	Trisomy 21	10057167	Mental impairment disorders	1
10044688	Trisomy 21	10009841	Cognitive and attention disorders and disturbances	1
10001540	Akathisia	10028037	Movement disorders (incl parkinsonism)	3
10034010	Parkinsonism	10028037	Movement disorders (incl parkinsonism)	3
10037674	Pyromania	10021563	Impulse control disorders NEC	2
10044629	Trichotillomania	10021563	Impulse control disorders NEC	2
10043882	Tinnitus	10022396	Inner ear and VIIIth cranial nerve disorders	3
10043882	Tinnitus	10022396	Inner ear and VIIIth cranial nerve disorders	3
10047340	Vertigo	10029305	Neurological disorders NEC	3
10013754	Drug withdrawal syndrome	10037176	Psychiatric disorders NEC	2
10027197	Meningism	10029305	Neurological disorders NEC	3
10028622	Myoclonus	10029305	Neurological disorders NEC	3
10048736	Pneumocephalus	10029305	Neurological disorders NEC	3
10038743	Restlessness	10029305	Neurological disorders NEC	3
10038743	Restlessness	10029305	Neurological disorders NEC	3
10042159	Strabismus	10029305	Neurological disorders NEC	3
10042159	Strabismus	10029305	Neurological disorders NEC	3
10033664	Panic attack	10002861	Anxiety disorders and symptoms	2
10001540	Akathisia	10002861	Anxiety disorders and symptoms	2
10047466	Viral labyrinthitis	10022396	Inner ear and VIIIth cranial nerve disorders	3
10036182	Porphyria acute	10037176	Psychiatric disorders NEC	2
10001115	Adams-Stokes syndrome	10029305	Neurological disorders NEC	3
10003084	Areflexia	10029305	Neurological disorders NEC	3
10009207	Circumstantiality	10013511	Disturbances in thinking and perception	2
10010297	Confabulation	10013511	Disturbances in thinking and perception	2
10011652	Cushing's syndrome	10037176	Psychiatric disorders NEC	2
10012411	Derailment	10013511	Disturbances in thinking and perception	2
10054940	Dyslogia	10037176	Psychiatric disorders NEC	2
10000523	Acoustic neuroma	10022396	Inner ear and VIIIth cranial nerve disorders	3
10000523	Acoustic neuroma	10022396	Inner ear and VIIIth cranial nerve disorders	3
10002711	Anterograde amnesia	10012272	Dementia and amnestic conditions	1
10011384	Creutzfeldt-Jakob disease	10012272	Dementia and amnestic conditions	1
10054938	Cerebral disorder	10029305	Neurological disorders NEC	3
10043833	Tic	10029305	Neurological disorders NEC	3
10044074	Torticollis	10028037	Movement disorders (incl parkinsonism)	3
10044684	Trismus	10028037	Movement disorders (incl parkinsonism)	3
10020015	Heterophoria	10029305	Neurological disorders NEC	3
10020015	Heterophoria	10029305	Neurological disorders NEC	3
10042732	Sydenham's chorea	10028037	Movement disorders (incl parkinsonism)	3
10023563	Labyrinthine fistula	10022396	Inner ear and VIIIth cranial nerve disorders	3
10000605	Acrophobia	10002861	Anxiety disorders and symptoms	2
10053398	Clonic convulsion	10039911	Seizures (incl subtypes)	3
10010219	Compulsions	10002861	Anxiety disorders and symptoms	2
10010964	Coprolalia	10029305	Neurological disorders NEC	3
10012177	Deja vu	10039911	Seizures (incl subtypes)	3
10013395	Disorientation	10012221	Deliria (incl confusion)	1
10013931	Dyslalia	10029305	Neurological disorders NEC	3
10053878	Greig's syndrome	10009841	Cognitive and attention disorders and disturbances	1
10053878	Greig's syndrome	10057167	Mental impairment disorders	1
10003547	Asterixis	10028037	Movement disorders (incl parkinsonism)	3
10010562	Congenital nystagmus	10029305	Neurological disorders NEC	3
10000346	Acalculia	10009841	Cognitive and attention disorders and disturbances	1
10000346	Acalculia	10009841	Cognitive and attention disorders and disturbances	1
10051498	Amusia	10009841	Cognitive and attention disorders and disturbances	1
10013663	Drug dependence	10037176	Psychiatric disorders NEC	2
10027183	Meniere's disease	10029305	Neurological disorders NEC	3
10027990	Motion sickness	10029305	Neurological disorders NEC	3
10016777	Flight of ideas	10013511	Disturbances in thinking and perception	2
10020745	Hyperreflexia	10029305	Neurological disorders NEC	3
10021089	Hyporeflexia	10029305	Neurological disorders NEC	3
10021402	Illogical thinking	10013511	Disturbances in thinking and perception	2
10056294	Kernig's sign	10029305	Neurological disorders NEC	3
10025429	Magical thinking	10013511	Disturbances in thinking and perception	2
10027990	Motion sickness	10022396	Inner ear and VIIIth cranial nerve disorders	3
10034703	Perseveration	10013511	Disturbances in thinking and perception	2
10048727	Postictal state	10029305	Neurological disorders NEC	3
10009696	Clumsiness	10028037	Movement disorders (incl parkinsonism)	3
10059591	Cotard's syndrome	10013511	Disturbances in thinking and perception	2
10011724	Cyclothymic disorder	10026753	Manic and bipolar mood disorders and disturbances	2
10012225	Delirium tremens	10012221	Deliria (incl confusion)	1
10012241	Delusion of grandeur	10013511	Disturbances in thinking and perception	2
10013033	Diplegia	10028037	Movement disorders (incl parkinsonism)	3
10017324	Fragile X syndrome	10009841	Cognitive and attention disorders and disturbances	1
10017324	Fragile X syndrome	10057167	Mental impairment disorders	1
10012177	Deja vu	10013511	Disturbances in thinking and perception	2
10012258	Delusional perception	10013511	Disturbances in thinking and perception	2
10019070	"Hallucination, auditory"	10013511	Disturbances in thinking and perception	2
10019071	"Hallucination, gustatory"	10013511	Disturbances in thinking and perception	2
10019072	"Hallucination, olfactory"	10013511	Disturbances in thinking and perception	2
10019075	"Hallucination, visual"	10013511	Disturbances in thinking and perception	2
10023118	Jamais vu	10013511	Disturbances in thinking and perception	2
10015049	Epileptic aura	10039911	Seizures (incl subtypes)	3
10016016	Fabry's disease	10029305	Neurological disorders NEC	3
10016276	Fear of animals	10002861	Anxiety disorders and symptoms	2
10016276	Fear of animals	10002861	Anxiety disorders and symptoms	2
10049690	Lhermitte's sign	10029305	Neurological disorders NEC	3
10028916	Neologism	10029305	Neurological disorders NEC	3
10033848	Paramnesia	10012272	Dementia and amnestic conditions	1
10038965	Retrograde amnesia	10012272	Dementia and amnestic conditions	1
10039640	"Schizophrenia, residual type"	10039628	Schizophrenia and other psychotic disorders	2
10008025	Cerebellar ataxia	10029305	Neurological disorders NEC	3
10049669	Dyscalculia	10009841	Cognitive and attention disorders and disturbances	1
10049669	Dyscalculia	10009841	Cognitive and attention disorders and disturbances	1
10013976	Dyspraxia	10009841	Cognitive and attention disorders and disturbances	1
10048608	Gerstmann's syndrome	10009841	Cognitive and attention disorders and disturbances	1
10041349	Somnolence	10029305	Neurological disorders NEC	3
10043114	Tangentiality	10013511	Disturbances in thinking and perception	2
10043268	Tension	10002861	Anxiety disorders and symptoms	2
10043786	Thyrotoxic crisis	10037176	Psychiatric disorders NEC	2
10047837	Water intoxication	10037176	Psychiatric disorders NEC	2
10022520	Intention tremor	10028037	Movement disorders (incl parkinsonism)	3
10050638	Langer-Giedion syndrome	10009841	Cognitive and attention disorders and disturbances	1
10050638	Langer-Giedion syndrome	10057167	Mental impairment disorders	1
10051707	Oculocerebrorenal syndrome	10057167	Mental impairment disorders	1
10051707	Oculocerebrorenal syndrome	10009841	Cognitive and attention disorders and disturbances	1
10033885	Paraparesis	10028037	Movement disorders (incl parkinsonism)	3
10052469	Postictal paralysis	10028037	Movement disorders (incl parkinsonism)	3
10036476	Prader-Willi syndrome	10057167	Mental impairment disorders	1
10036476	Prader-Willi syndrome	10009841	Cognitive and attention disorders and disturbances	1
10002511	Anhedonia	10012375	Depressed mood disorders and disturbances	2
10005885	Blunted affect	10027946	Mood disorders and disturbances NEC	2
10010778	Constricted affect	10027946	Mood disorders and disturbances NEC	2
10041962	Status epilepticus	10039911	Seizures (incl subtypes)	3
10047313	Verbigeration	10029305	Neurological disorders NEC	3
10056667	Cogan's syndrome	10022396	Inner ear and VIIIth cranial nerve disorders	3
10013954	Dysphoria	10027946	Mood disorders and disturbances NEC	2
10014483	Elevated mood	10027946	Mood disorders and disturbances NEC	2
10016344	Feeling of despair	10012375	Depressed mood disorders and disturbances	2
10016759	Flat affect	10027946	Mood disorders and disturbances NEC	2
10020927	Hypnagogic hallucination	10040991	Sleep disorders and disturbances	3
10020928	Hypnopompic hallucination	10040991	Sleep disorders and disturbances	3
10021030	Hypomania	10026753	Manic and bipolar mood disorders and disturbances	2
10021588	Inappropriate affect	10027946	Mood disorders and disturbances NEC	2
10021703	Indifference	10027946	Mood disorders and disturbances NEC	2
10021703	Indifference	10027946	Mood disorders and disturbances NEC	2
10027183	Meniere's disease	10022396	Inner ear and VIIIth cranial nerve disorders	3
10039281	Rubinstein-Taybi syndrome	10057167	Mental impairment disorders	1
10039281	Rubinstein-Taybi syndrome	10009841	Cognitive and attention disorders and disturbances	1
10048676	Sjogren-Larsson syndrome	10057167	Mental impairment disorders	1
10048676	Sjogren-Larsson syndrome	10009841	Cognitive and attention disorders and disturbances	1
10042008	Stereotypy	10028037	Movement disorders (incl parkinsonism)	3
10052214	Thought broadcasting	10013511	Disturbances in thinking and perception	2
10043496	Thought insertion	10013511	Disturbances in thinking and perception	2
10043497	Thought withdrawal	10013511	Disturbances in thinking and perception	2
10000346	Acalculia	10029305	Neurological disorders NEC	3
10000346	Acalculia	10029305	Neurological disorders NEC	3
10051498	Amusia	10029305	Neurological disorders NEC	3
10002711	Anterograde amnesia	10057167	Mental impairment disorders	1
10049054	Brain death	10029305	Neurological disorders NEC	3
10011384	Creutzfeldt-Jakob disease	10057167	Mental impairment disorders	1
10058444	Hoffmann's sign	10029305	Neurological disorders NEC	3
10003628	Atonic seizures	10039911	Seizures (incl subtypes)	3
10057410	Hippus	10029305	Neurological disorders NEC	3
10020568	Hyperaesthesia	10029305	Neurological disorders NEC	3
10020937	Hypoaesthesia	10029305	Neurological disorders NEC	3
10048816	Lennox-Gastaut syndrome	10039911	Seizures (incl subtypes)	3
10059599	Pseudomeningocele	10029305	Neurological disorders NEC	3
10006100	Bradykinesia	10028037	Movement disorders (incl parkinsonism)	3
10049066	Cohen syndrome	10009841	Cognitive and attention disorders and disturbances	1
10049066	Cohen syndrome	10057167	Mental impairment disorders	1
10015496	Essential tremor	10028037	Movement disorders (incl parkinsonism)	3
10027925	Monoparesis	10028037	Movement disorders (incl parkinsonism)	3
10036618	Premenstrual syndrome	10027946	Mood disorders and disturbances NEC	2
10050389	Cerebral ataxia	10029305	Neurological disorders NEC	3
10050012	Bradyphrenia	10013511	Disturbances in thinking and perception	2
10007592	Cardiac neurosis	10002861	Anxiety disorders and symptoms	2
10049691	Morton's neuroma	10029305	Neurological disorders NEC	3
10033775	Paraesthesia	10029305	Neurological disorders NEC	3
10056238	Phantom pain	10029305	Neurological disorders NEC	3
10050003	Pupillotonia	10029305	Neurological disorders NEC	3
10050003	Pupillotonia	10029305	Neurological disorders NEC	3
10040030	Sensory loss	10029305	Neurological disorders NEC	3
10054874	Sphenopalatine neuralgia	10029305	Neurological disorders NEC	3
10052492	Tinel's sign	10029305	Neurological disorders NEC	3
10047913	Wernicke-Korsakoff syndrome	10012272	Dementia and amnestic conditions	1
10047913	Wernicke-Korsakoff syndrome	10012272	Dementia and amnestic conditions	1
10052075	Acquired epileptic aphasia	10039911	Seizures (incl subtypes)	3
10002518	Animal phobia	10002861	Anxiety disorders and symptoms	2
10002518	Animal phobia	10002861	Anxiety disorders and symptoms	2
10059232	Epileptic psychosis	10039628	Schizophrenia and other psychotic disorders	2
10049680	Quadriparesis	10028037	Movement disorders (incl parkinsonism)	3
10041317	Somatic delusion	10013511	Disturbances in thinking and perception	2
10043788	Thyrotoxic periodic paralysis	10028037	Movement disorders (incl parkinsonism)	3
10049644	Williams syndrome	10009841	Cognitive and attention disorders and disturbances	1
10049644	Williams syndrome	10057167	Mental impairment disorders	1
10059232	Epileptic psychosis	10039911	Seizures (incl subtypes)	3
10015727	Extensor plantar response	10029305	Neurological disorders NEC	3
10012774	Diencephalic syndrome of infancy	10027946	Mood disorders and disturbances NEC	2
10049934	Endolymphatic hydrops	10022396	Inner ear and VIIIth cranial nerve disorders	3
10013395	Disorientation	10029305	Neurological disorders NEC	3
10049669	Dyscalculia	10029305	Neurological disorders NEC	3
10049669	Dyscalculia	10029305	Neurological disorders NEC	3
10058319	Dysgraphia	10029305	Neurological disorders NEC	3
10013976	Dyspraxia	10029305	Neurological disorders NEC	3
10013976	Dyspraxia	10029305	Neurological disorders NEC	3
10013982	Dysthymic disorder	10012375	Depressed mood disorders and disturbances	2
10048608	Gerstmann's syndrome	10029305	Neurological disorders NEC	3
10027175	Memory impairment	10012272	Dementia and amnestic conditions	1
10013886	Dysaesthesia	10029305	Neurological disorders NEC	3
10012422	Derealisation	10013511	Disturbances in thinking and perception	2
10004940	Bipolar II disorder	10026753	Manic and bipolar mood disorders and disturbances	2
10057667	Bipolar disorder	10026753	Manic and bipolar mood disorders and disturbances	2
10012725	Diaphragmatic paralysis	10028037	Movement disorders (incl parkinsonism)	3
10012725	Diaphragmatic paralysis	10028037	Movement disorders (incl parkinsonism)	3
10059589	Dubowitz syndrome	10057167	Mental impairment disorders	1
10059589	Dubowitz syndrome	10009841	Cognitive and attention disorders and disturbances	1
10021000	Hypoglycaemic coma	10029305	Neurological disorders NEC	3
10049949	Intercostal neuralgia	10029305	Neurological disorders NEC	3
10052897	Nerve injury	10029305	Neurological disorders NEC	3
10017604	Galactosaemia	10009841	Cognitive and attention disorders and disturbances	1
10017604	Galactosaemia	10057167	Mental impairment disorders	1
10009697	Clumsy child syndrome	10029305	Neurological disorders NEC	3
10054998	Neuroglycopenia	10029305	Neurological disorders NEC	3
10029898	Obsessive-compulsive disorder	10002861	Anxiety disorders and symptoms	2
10039917	Selective mutism	10029305	Neurological disorders NEC	3
10012374	Depressed mood	10012375	Depressed mood disorders and disturbances	2
10039897	Sedation	10029305	Neurological disorders NEC	3
10043495	Thought blocking	10013511	Disturbances in thinking and perception	2
10030899	Opisthotonus	10028037	Movement disorders (incl parkinsonism)	3
10035004	Pickwickian syndrome	10040991	Sleep disorders and disturbances	3
10056393	Postpartum depression	10012375	Depressed mood disorders and disturbances	2
10038965	Retrograde amnesia	10057167	Mental impairment disorders	1
10039621	Schizoaffective disorder	10039628	Schizophrenia and other psychotic disorders	2
10041349	Somnolence	10040991	Sleep disorders and disturbances	3
10027977	Morose	10012375	Depressed mood disorders and disturbances	2
10053552	Allodynia	10029305	Neurological disorders NEC	3
10054878	Anaesthesia dolorosa	10029305	Neurological disorders NEC	3
10002977	Apnoeic attack	10029305	Neurological disorders NEC	3
10003033	Application site anaesthesia	10029305	Neurological disorders NEC	3
10051408	Arachnophobia	10002861	Anxiety disorders and symptoms	2
10012206	Delayed recovery from anaesthesia	10029305	Neurological disorders NEC	3
10034702	Persecutory delusion	10013511	Disturbances in thinking and perception	2
10029289	Neurologic neglect syndrome	10009841	Cognitive and attention disorders and disturbances	1
10040535	Shared psychotic disorder	10039628	Schizophrenia and other psychotic disorders	2
10039775	Seasonal affective disorder	10027946	Mood disorders and disturbances NEC	2
10057375	Balint's syndrome	10029305	Neurological disorders NEC	3
10066169	Substance abuse	10037176	Psychiatric disorders NEC	2
10043903	Tobacco abuse	10037176	Psychiatric disorders NEC	2
10049096	Dysmorphophobia	10002861	Anxiety disorders and symptoms	2
10016278	Fear of disease	10002861	Anxiety disorders and symptoms	2
10016278	Fear of disease	10002861	Anxiety disorders and symptoms	2
10049424	Frontal lobe epilepsy	10039911	Seizures (incl subtypes)	3
10048792	Spastic paraplegia	10028037	Movement disorders (incl parkinsonism)	3
10048327	Supranuclear palsy	10028037	Movement disorders (incl parkinsonism)	3
10044689	Trisomy 22	10057167	Mental impairment disorders	1
10044689	Trisomy 22	10009841	Cognitive and attention disorders and disturbances	1
10065996	Autoimmune inner ear disease	10022396	Inner ear and VIIIth cranial nerve disorders	3
10022046	Injection site anaesthesia	10029305	Neurological disorders NEC	3
10022088	Injection site paraesthesia	10029305	Neurological disorders NEC	3
10024796	Logorrhoea	10029305	Neurological disorders NEC	3
10033670	Panic reaction	10002861	Anxiety disorders and symptoms	2
10035551	Pleocytosis	10029305	Neurological disorders NEC	3
10036312	Post-traumatic epilepsy	10039911	Seizures (incl subtypes)	3
10013486	Distractibility	10009841	Cognitive and attention disorders and disturbances	1
10022035	Initial insomnia	10040991	Sleep disorders and disturbances	3
10048816	Lennox-Gastaut syndrome	10009841	Cognitive and attention disorders and disturbances	1
10027590	Middle insomnia	10040991	Sleep disorders and disturbances	3
10066842	Behavioural and psychiatric symptoms of dementia	10012272	Dementia and amnestic conditions	1
10065981	Hypoglycaemic unconsciousness	10029305	Neurological disorders NEC	3
10000125	Abnormal dreams	10040991	Sleep disorders and disturbances	3
10010474	Congenital flaccid paralysis	10028037	Movement disorders (incl parkinsonism)	3
10012252	"Delusional disorder, mixed type"	10039628	Schizophrenia and other psychotic disorders	2
10048705	Paraneoplastic cerebellar degeneration	10029305	Neurological disorders NEC	3
10038583	Repetitive speech	10029305	Neurological disorders NEC	3
10041247	Social fear	10002861	Anxiety disorders and symptoms	2
10066482	Exaggerated startle response	10029305	Neurological disorders NEC	3
10001496	Agitated depression	10029305	Neurological disorders NEC	3
10047385	Vestibular ataxia	10022396	Inner ear and VIIIth cranial nerve disorders	3
10058709	Sopor	10029305	Neurological disorders NEC	3
10066817	Activation syndrome	10002861	Anxiety disorders and symptoms	2
10066966	Inner ear inflammation	10022396	Inner ear and VIIIth cranial nerve disorders	3
10066966	Inner ear inflammation	10022396	Inner ear and VIIIth cranial nerve disorders	3
10001854	Altered state of consciousness	10037176	Psychiatric disorders NEC	2
10001854	Altered state of consciousness	10029305	Neurological disorders NEC	3
10067206	Postural reflex impairment	10029305	Neurological disorders NEC	3
10013654	Drug abuse	10037176	Psychiatric disorders NEC	2
10067587	Neurosensory hypoacusis	10022396	Inner ear and VIIIth cranial nerve disorders	3
10067587	Neurosensory hypoacusis	10022396	Inner ear and VIIIth cranial nerve disorders	3
10037249	Psychotic behaviour	10039628	Schizophrenia and other psychotic disorders	2
10045555	Unresponsive to stimuli	10029305	Neurological disorders NEC	3
10066392	Fear of death	10002861	Anxiety disorders and symptoms	2
10066392	Fear of death	10002861	Anxiety disorders and symptoms	2
10036653	Presyncope	10029305	Neurological disorders NEC	3
10066373	Floppy iris syndrome	10029305	Neurological disorders NEC	3
10050467	Tongue biting	10029305	Neurological disorders NEC	3
10015134	Erotomanic delusion	10013511	Disturbances in thinking and perception	2
10017472	Fumbling	10028037	Movement disorders (incl parkinsonism)	3
10018671	Grandiosity	10013511	Disturbances in thinking and perception	2
10024642	Listless	10027946	Mood disorders and disturbances NEC	2
10024642	Listless	10027946	Mood disorders and disturbances NEC	2
10026863	Masked facies	10028037	Movement disorders (incl parkinsonism)	3
10027944	Mood disorder due to a general medical condition	10027946	Mood disorders and disturbances NEC	2
10056242	Parkinsonian gait	10028037	Movement disorders (incl parkinsonism)	3
10058530	Peripheral nerve palsy	10028037	Movement disorders (incl parkinsonism)	3
10053841	Sneddon's syndrome	10012272	Dementia and amnestic conditions	1
10021212	Ideas of reference	10013511	Disturbances in thinking and perception	2
10050464	Morbid thoughts	10013511	Disturbances in thinking and perception	2
10049095	Decerebration	10029305	Neurological disorders NEC	3
10041002	Sleep paralysis	10040991	Sleep disorders and disturbances	3
10042028	Steroid withdrawal syndrome	10027946	Mood disorders and disturbances NEC	2
10066241	Compulsive lip biting	10021563	Impulse control disorders NEC	2
10066817	Activation syndrome	10029305	Neurological disorders NEC	3
10066964	Procedural dizziness	10029305	Neurological disorders NEC	3
